id_contrat,id_producteur,date_debut,date_fin,type,remuneration
1112,77,2010-2-2,2022-6-13,CDD,75000
1113,59,2010-7-21,2014-7-16,CDD,75000
1114,199,2011-5-22,2020-1-13,CDD,75000
1115,120,2011-3-5,2025-4-10,CDD,75000
1116,4,2011-1-20,2016-5-11,CDD,75000
1117,7,2011-11-23,2023-8-15,CDD,75000
1118,130,2011-8-11,2020-5-10,CDD,75000
1119,27,2011-7-25,2019-10-15,CDD,75000
1120,34,2011-10-22,2016-12-7,CDD,75000
1121,105,2010-1-9,2015-4-8,CDD,75000
1122,22,2010-10-9,2022-1-9,CDD,75000
1123,142,2010-10-4,2012-11-14,CDD,75000
1124,94,2011-2-14,2017-4-27,CDD,75000
1125,80,2011-2-1,2022-10-13,CDD,75000
1126,98,2010-4-8,2020-8-19,CDD,75000
1127,99,2010-5-14,2018-12-12,CDD,75000
1128,138,2011-10-16,2025-8-18,CDD,75000
1129,29,2011-1-8,2022-11-12,CDD,75000
1130,92,2010-12-13,2021-1-27,CDD,75000
1131,185,2010-4-5,2017-3-16,CDD,75000
1132,176,2010-10-14,2021-4-5,CDD,75000
1133,187,2011-6-7,2018-5-16,CDD,75000
1134,162,2010-8-13,2024-11-24,CDD,75000
1135,173,2011-10-8,2022-4-5,CDD,75000
1136,94,2010-12-17,2013-1-17,CDD,75000
1137,85,2010-9-16,2025-3-13,CDD,75000
1138,143,2010-11-8,2012-10-11,CDD,75000
1139,36,2011-5-10,2019-5-9,CDD,75000
1140,186,2011-11-22,2022-2-16,CDD,75000
1141,152,2011-8-13,2012-7-6,CDD,75000
1142,144,2010-11-21,2013-6-3,CDD,75000
1143,105,2010-12-13,2023-7-23,CDD,75000
1144,129,2011-7-1,2021-10-14,CDD,75000
1145,57,2011-11-23,2015-5-9,CDD,75000
1146,53,2011-2-12,2025-6-19,CDD,75000
1147,168,2010-11-15,2021-12-5,CDD,75000
1148,86,2010-3-15,2019-1-14,CDD,75000
1149,153,2011-6-25,2024-4-22,CDD,75000
1150,26,2011-8-25,2014-1-14,CDD,75000
1151,183,2011-10-6,2025-7-27,CDD,75000
1152,5,2011-3-6,2013-1-22,CDD,75000
1153,78,2011-1-1,2013-1-22,CDD,75000
1154,18,2011-5-10,2025-8-24,CDD,75000
1155,151,2011-8-22,2014-5-22,CDD,75000
1156,191,2011-12-12,2013-6-11,CDD,75000
1157,166,2011-5-4,2015-11-11,CDD,75000
1158,134,2011-8-17,2014-9-10,CDD,75000
1159,27,2011-4-6,2017-9-4,CDD,75000
1160,190,2011-11-18,2016-7-1,CDD,75000
1161,92,2010-7-5,2012-6-9,CDD,75000
1162,30,2011-5-10,2020-9-14,CDD,75000
1163,189,2011-2-7,2017-4-23,CDD,75000
1164,113,2011-3-22,2022-11-18,CDD,75000
1165,131,2010-3-14,2022-2-25,CDD,75000
1166,140,2011-8-11,2022-8-14,CDD,75000
1167,64,2011-10-17,2024-12-18,CDD,75000
1168,167,2011-5-26,2016-12-14,CDD,75000
1169,130,2010-3-6,2019-10-1,CDD,75000
1170,167,2011-6-16,2024-3-15,CDD,75000
1171,192,2010-9-27,2022-8-1,CDD,75000
1172,68,2010-6-4,2017-6-21,CDD,75000
1173,83,2011-10-20,2025-4-13,CDD,75000
1174,113,2011-12-10,2022-5-8,CDD,75000
1175,107,2011-4-28,2014-6-1,CDD,75000
1176,10,2010-2-13,2014-2-23,CDD,75000
1177,162,2010-6-10,2019-3-16,CDD,75000
1178,142,2010-10-4,2017-9-20,CDD,75000
1179,39,2010-12-24,2014-7-17,CDD,75000
1180,4,2011-12-17,2022-4-20,CDD,75000
1181,129,2010-5-18,2016-11-22,CDD,75000
1182,44,2011-2-7,2025-4-26,CDD,75000
1183,184,2010-9-27,2012-4-11,CDD,75000
1184,47,2010-6-1,2024-9-11,CDD,75000
1185,149,2010-2-6,2012-12-5,CDD,75000
1186,136,2010-7-13,2021-11-18,CDD,75000
1187,94,2011-6-8,2019-4-3,CDD,75000
1188,50,2011-6-4,2018-10-12,CDD,75000
1189,176,2010-7-15,2012-11-10,CDD,75000
1190,80,2010-12-14,2025-7-16,CDD,75000
1191,23,2010-3-9,2020-4-16,CDD,75000
1192,131,2010-12-15,2019-10-4,CDD,75000
1193,90,2011-9-26,2020-11-25,CDD,75000
1194,19,2011-4-21,2018-12-7,CDD,75000
1195,4,2010-4-24,2024-2-12,CDD,75000
1196,131,2011-2-22,2022-9-2,CDD,75000
1197,102,2011-7-16,2016-8-13,CDD,75000
1198,155,2010-1-19,2023-4-19,CDD,75000
1199,158,2010-12-4,2012-9-23,CDD,75000
1200,71,2011-4-6,2014-12-21,CDD,75000
1201,124,2010-11-15,2014-11-14,CDD,75000
1202,29,2011-4-5,2025-12-23,CDD,75000
1203,2,2011-2-16,2014-10-11,CDD,75000
1204,33,2011-12-19,2018-7-16,CDD,75000
1205,50,2011-7-13,2017-7-13,CDD,75000
1206,132,2010-3-6,2021-7-19,CDD,75000
1207,45,2011-11-8,2023-11-13,CDD,75000
1208,165,2011-4-2,2020-10-22,CDD,75000
1209,73,2011-4-14,2014-5-21,CDD,75000
1210,35,2011-4-9,2015-6-25,CDD,75000
1211,178,2010-9-12,2016-10-15,CDD,75000
1212,38,2011-4-22,2020-4-4,CDD,75000
1213,138,2010-10-4,2016-4-5,CDD,75000
1214,5,2011-5-15,2020-8-13,CDD,75000
1215,190,2010-5-19,2014-10-14,CDD,75000
1216,104,2011-10-7,2025-1-28,CDD,75000
1217,86,2010-1-5,2017-9-10,CDD,75000
1218,182,2011-12-19,2021-3-17,CDD,75000
1219,135,2011-10-9,2017-9-8,CDD,75000
1220,161,2010-6-14,2014-12-1,CDD,75000
1221,122,2010-11-9,2015-5-15,CDD,75000
1222,28,2010-6-10,2012-11-28,CDD,75000
1223,130,2011-7-18,2025-2-18,CDD,75000
1224,96,2011-4-20,2015-2-8,CDD,75000
1225,57,2011-10-26,2023-12-12,CDD,75000
1226,131,2011-3-13,2015-10-5,CDD,75000
1227,87,2010-9-25,2019-10-24,CDD,75000
1228,21,2010-9-17,2012-9-12,CDD,75000
1229,53,2010-6-13,2014-1-28,CDD,75000
1230,147,2011-9-5,2022-3-7,CDD,75000
1231,34,2010-8-9,2022-11-1,CDD,75000
1232,74,2010-7-28,2016-5-9,CDD,75000
1233,29,2011-1-11,2012-5-3,CDD,75000
1234,1,2011-4-14,2020-1-20,CDD,75000
1235,130,2010-7-5,2020-10-1,CDD,75000
1236,178,2010-6-27,2021-8-5,CDD,75000
1237,34,2011-7-25,2024-11-11,CDD,75000
1238,9,2010-9-17,2017-1-6,CDD,75000
1239,87,2011-12-18,2020-6-2,CDD,75000
1240,162,2011-5-7,2013-3-10,CDD,75000
1241,41,2011-7-21,2019-12-12,CDD,75000
1242,197,2010-12-5,2020-2-10,CDD,75000
1243,33,2011-7-18,2015-11-20,CDD,75000
1244,151,2010-12-4,2024-3-6,CDD,75000
1245,155,2010-9-5,2016-2-20,CDD,75000
1246,148,2010-11-22,2018-1-24,CDD,75000
1247,28,2010-2-11,2018-5-21,CDD,75000
1248,105,2011-12-1,2022-6-22,CDD,75000
1249,58,2010-7-22,2023-1-19,CDD,75000
1250,18,2011-12-9,2019-2-13,CDD,75000
1251,42,2011-1-17,2019-6-20,CDD,75000
1252,152,2010-6-13,2019-5-19,CDD,75000
1253,57,2010-11-7,2018-6-19,CDD,75000
1254,42,2010-8-4,2025-9-4,CDD,75000
1255,161,2010-7-27,2023-5-4,CDD,75000
1256,54,2010-2-17,2022-6-20,CDD,75000
1257,87,2011-6-11,2021-2-15,CDD,75000
1258,175,2011-9-9,2022-4-28,CDD,75000
1259,38,2010-6-23,2016-1-28,CDD,75000
1260,180,2011-10-12,2024-3-14,CDD,75000
1261,10,2010-11-25,2019-10-27,CDD,75000
1262,134,2010-11-8,2025-8-11,CDD,75000
1263,194,2011-5-15,2022-2-16,CDD,75000
1264,164,2010-10-11,2024-5-28,CDD,75000
1265,113,2010-12-14,2018-4-11,CDD,75000
1266,108,2011-5-24,2021-9-9,CDD,75000
1267,197,2011-10-4,2015-6-12,CDD,75000
1268,48,2011-1-25,2023-4-10,CDD,75000
1269,27,2010-7-8,2025-12-10,CDD,75000
1270,37,2011-9-5,2021-11-7,CDD,75000
1271,153,2011-1-23,2016-10-13,CDD,75000
1272,26,2011-8-7,2014-5-10,CDD,75000
1273,83,2010-7-22,2012-10-8,CDD,75000
1274,38,2010-8-9,2012-2-19,CDD,75000
1275,86,2011-10-25,2024-8-19,CDD,75000
1276,46,2011-12-28,2013-10-15,CDD,75000
1277,67,2011-4-8,2025-12-21,CDD,75000
1278,73,2010-10-14,2016-1-28,CDD,75000
1279,26,2011-9-12,2012-5-10,CDD,75000
1280,175,2010-4-5,2013-8-19,CDD,75000
1281,149,2010-3-4,2020-4-6,CDD,75000
1282,194,2011-3-24,2014-6-19,CDD,75000
1283,59,2010-9-8,2016-12-3,CDD,75000
1284,62,2011-3-7,2016-10-21,CDD,75000
1285,147,2010-1-17,2023-5-28,CDD,75000
1286,146,2011-4-26,2013-7-14,CDD,75000
1287,26,2011-1-17,2015-6-10,CDD,75000
1288,93,2011-1-9,2025-8-15,CDD,75000
1289,130,2011-1-13,2014-3-24,CDD,75000
1290,30,2010-10-18,2018-3-28,CDD,75000
1291,173,2010-1-24,2017-3-16,CDD,75000
1292,167,2011-5-23,2015-7-19,CDD,75000
1293,126,2010-9-10,2018-10-27,CDD,75000
1294,90,2010-3-24,2013-12-23,CDD,75000
1295,112,2011-12-11,2020-7-23,CDD,75000
1296,73,2011-5-25,2022-7-7,CDD,75000
1297,92,2011-5-10,2018-11-17,CDD,75000
1298,106,2010-8-16,2018-4-22,CDD,75000
1299,60,2011-5-12,2022-12-18,CDD,75000
1300,47,2010-11-7,2023-8-28,CDD,75000
1301,168,2010-7-25,2013-11-4,CDD,75000
1302,74,2010-8-1,2018-1-12,CDD,75000
1303,48,2010-6-27,2020-5-10,CDD,75000
1304,32,2010-9-19,2014-11-6,CDD,75000
1305,72,2011-8-22,2023-2-25,CDD,75000
1306,12,2010-6-15,2019-12-18,CDD,75000
1307,98,2011-1-24,2023-7-26,CDD,75000
1308,91,2011-3-8,2024-7-20,CDD,75000
1309,102,2010-8-20,2014-5-26,CDD,75000
1310,195,2011-10-21,2022-6-8,CDD,75000
1311,162,2010-11-2,2021-11-22,CDD,75000
1312,152,2011-12-26,2025-1-8,CDD,75000
1313,99,2010-10-14,2019-10-23,CDD,75000
1314,149,2010-11-2,2023-12-20,CDD,75000
1315,183,2010-10-1,2015-5-26,CDD,75000
1316,154,2011-9-15,2020-11-20,CDD,75000
1317,117,2011-11-13,2012-2-27,CDD,75000
1318,90,2010-6-22,2023-1-7,CDD,75000
1319,102,2011-11-12,2013-9-17,CDD,75000
1320,63,2011-12-2,2020-10-2,CDD,75000
1321,86,2011-7-4,2016-7-17,CDD,75000
1322,109,2011-4-18,2017-12-22,CDD,75000
1323,82,2010-8-4,2022-11-25,CDD,75000
1324,24,2010-8-8,2024-12-18,CDD,75000
1325,75,2010-5-23,2024-12-9,CDD,75000
1326,147,2010-6-1,2015-9-26,CDD,75000
1327,106,2011-12-11,2016-2-11,CDD,75000
1328,63,2011-10-3,2024-5-7,CDD,75000
1329,106,2010-5-3,2019-12-16,CDD,75000
1330,119,2010-12-20,2025-4-25,CDD,75000
1331,163,2011-8-23,2024-7-26,CDD,75000
1332,165,2010-1-9,2015-11-9,CDD,75000
1333,158,2011-12-2,2017-6-1,CDD,75000
1334,133,2010-1-26,2025-10-3,CDD,75000
1335,148,2011-8-22,2019-9-9,CDD,75000
1336,7,2010-12-13,2013-6-20,CDD,75000
1337,112,2011-2-24,2016-3-24,CDD,75000
1338,104,2010-8-14,2016-2-24,CDD,75000
1339,53,2010-3-2,2015-12-4,CDD,75000
1340,155,2011-10-3,2022-4-25,CDD,75000
1341,136,2010-12-22,2025-5-11,CDD,75000
1342,8,2011-5-5,2022-12-21,CDD,75000
1343,177,2011-7-18,2013-6-24,CDD,75000
1344,13,2011-11-14,2020-9-16,CDD,75000
1345,182,2010-5-15,2024-7-11,CDD,75000
1346,166,2011-5-5,2025-12-1,CDD,75000
1347,82,2011-11-20,2013-2-9,CDD,75000
1348,149,2011-1-12,2014-8-23,CDD,75000
1349,131,2010-3-13,2021-11-19,CDD,75000
1350,3,2010-6-17,2015-1-25,CDD,75000
1351,33,2011-10-12,2015-11-12,CDD,75000
1352,164,2011-3-11,2016-7-9,CDD,75000
1353,65,2010-2-12,2018-1-7,CDD,75000
1354,85,2010-2-12,2015-9-27,CDD,75000
1355,53,2011-2-27,2020-5-24,CDD,75000
1356,197,2011-9-22,2025-11-16,CDD,75000
1357,91,2011-2-15,2024-1-1,CDD,75000
1358,158,2010-7-12,2018-6-28,CDD,75000
1359,172,2010-10-15,2017-4-1,CDD,75000
1360,18,2010-11-10,2017-6-27,CDD,75000
1361,129,2010-10-28,2015-2-9,CDD,75000
1362,58,2011-4-17,2013-9-19,CDD,75000
1363,127,2011-4-17,2024-6-8,CDD,75000
1364,1,2011-2-22,2023-6-13,CDD,75000
1365,78,2010-7-1,2014-11-20,CDD,75000
1366,33,2010-9-22,2022-10-9,CDD,75000
1367,70,2010-11-22,2019-10-24,CDD,75000
1368,168,2011-2-23,2019-2-17,CDD,75000
1369,99,2010-10-2,2014-7-6,CDD,75000
1370,160,2011-1-5,2013-3-17,CDD,75000
1371,37,2010-3-19,2022-2-15,CDD,75000
1372,199,2010-9-21,2020-7-18,CDD,75000
1373,173,2011-7-17,2015-1-15,CDD,75000
1374,70,2011-4-23,2023-6-16,CDD,75000
1375,181,2010-5-13,2019-7-10,CDD,75000
1376,93,2010-12-24,2019-9-26,CDD,75000
1377,42,2010-11-9,2012-10-13,CDD,75000
1378,73,2010-4-19,2021-6-12,CDD,75000
1379,133,2010-10-16,2014-8-4,CDD,75000
1380,167,2010-12-10,2022-2-5,CDD,75000
1381,50,2011-2-22,2024-10-11,CDD,75000
1382,80,2011-1-25,2024-11-22,CDD,75000
1383,198,2010-10-5,2025-8-8,CDD,75000
1384,3,2011-4-13,2024-9-28,CDD,75000
1385,127,2010-7-24,2020-5-2,CDD,75000
1386,74,2011-10-20,2020-12-27,CDD,75000
1387,185,2010-4-6,2015-5-22,CDD,75000
1388,64,2010-6-16,2014-12-26,CDD,75000
1389,147,2011-11-16,2013-4-7,CDD,75000
1390,186,2011-8-15,2024-6-7,CDD,75000
1391,135,2011-6-20,2017-6-28,CDD,75000
1392,131,2010-2-19,2025-4-15,CDD,75000
1393,191,2011-2-25,2021-1-22,CDD,75000
1394,71,2010-5-25,2018-5-9,CDD,75000
1395,117,2011-4-19,2023-4-7,CDD,75000
1396,28,2011-4-11,2018-9-23,CDD,75000
1397,95,2011-12-20,2012-1-27,CDD,75000
1398,26,2010-2-6,2022-4-20,CDD,75000
1399,73,2010-12-11,2021-10-16,CDD,75000
1400,45,2010-8-12,2022-6-17,CDD,75000
1401,187,2011-8-26,2022-10-10,CDD,75000
1402,15,2011-2-17,2025-6-6,CDD,75000
1403,186,2010-4-2,2020-3-9,CDD,75000
1404,37,2011-12-8,2022-10-24,CDD,75000
1405,90,2011-3-19,2021-10-22,CDD,75000
1406,197,2011-11-10,2017-8-19,CDD,75000
1407,119,2010-4-22,2014-11-6,CDD,75000
1408,77,2011-5-13,2022-7-19,CDD,75000
1409,34,2010-2-18,2012-11-19,CDD,75000
1410,152,2011-9-12,2015-5-6,CDD,75000
1411,28,2011-1-26,2015-11-22,CDD,75000
1412,126,2010-2-16,2017-10-7,CDD,75000
1413,31,2011-12-14,2017-3-11,CDD,75000
1414,23,2011-1-26,2016-11-24,CDD,75000
1415,150,2011-1-12,2025-12-2,CDD,75000
1416,172,2011-9-10,2014-11-27,CDD,75000
1417,19,2011-12-21,2014-10-16,CDD,75000
1418,120,2010-5-12,2023-8-20,CDD,75000
1419,96,2011-4-9,2020-10-24,CDD,75000
1420,137,2011-9-15,2024-8-15,CDD,75000
1421,100,2011-7-5,2021-3-21,CDD,75000
1422,141,2011-5-13,2020-5-5,CDD,75000
1423,48,2011-2-12,2016-5-3,CDD,75000
1424,158,2011-11-12,2022-8-7,CDD,75000
1425,5,2011-12-3,2024-6-17,CDD,75000
1426,117,2010-6-28,2013-6-28,CDD,75000
1427,125,2011-7-22,2025-12-14,CDD,75000
1428,94,2010-10-27,2013-12-6,CDD,75000
1429,14,2010-2-23,2015-4-21,CDD,75000
1430,26,2010-5-5,2025-12-10,CDD,75000
1431,96,2010-8-22,2014-10-7,CDD,75000
1432,173,2010-7-26,2018-3-5,CDD,75000
1433,186,2010-9-19,2021-10-1,CDD,75000
1434,10,2010-10-17,2025-9-7,CDD,75000
1435,83,2010-4-11,2023-2-8,CDD,75000
1436,116,2011-4-11,2014-8-21,CDD,75000
1437,109,2010-6-22,2013-11-21,CDD,75000
1438,27,2011-1-14,2017-7-16,CDD,75000
1439,80,2011-11-3,2022-9-14,CDD,75000
1440,64,2010-3-11,2012-4-9,CDD,75000
1441,109,2010-7-16,2023-10-7,CDD,75000
1442,135,2010-2-24,2016-1-15,CDD,75000
1443,47,2010-2-6,2021-10-16,CDD,75000
1444,48,2011-6-10,2015-1-17,CDD,75000
1445,179,2011-10-2,2018-3-23,CDD,75000
1446,198,2010-2-12,2023-8-5,CDD,75000
1447,158,2011-12-14,2020-10-23,CDD,75000
1448,125,2010-5-13,2019-3-2,CDD,75000
1449,148,2011-11-2,2022-3-5,CDD,75000
1450,119,2010-4-16,2014-12-14,CDD,75000
1451,114,2010-9-5,2013-1-15,CDD,75000
1452,38,2011-7-9,2020-3-2,CDD,75000
1453,153,2011-2-28,2016-6-7,CDD,75000
1454,89,2010-8-4,2021-3-14,CDD,75000
1455,50,2010-12-21,2015-11-21,CDD,75000
1456,53,2010-9-19,2016-7-22,CDD,75000
1457,77,2010-4-4,2014-6-28,CDD,75000
1458,125,2010-6-6,2024-4-25,CDD,75000
1459,81,2010-9-26,2021-1-1,CDD,75000
1460,99,2011-11-27,2016-10-18,CDD,75000
1461,174,2010-3-1,2015-4-5,CDD,75000
1462,14,2011-11-2,2017-2-23,CDD,75000
1463,23,2011-4-27,2015-8-6,CDD,75000
1464,167,2010-9-24,2016-7-26,CDD,75000
1465,177,2011-1-27,2012-4-24,CDD,75000
1466,45,2011-5-7,2021-10-27,CDD,75000
1467,199,2011-9-3,2016-9-17,CDD,75000
1468,199,2010-3-17,2020-3-25,CDD,75000
1469,90,2010-12-15,2017-8-12,CDD,75000
1470,196,2011-4-22,2023-6-16,CDD,75000
1471,3,2011-6-22,2019-3-7,CDD,75000
1472,153,2011-9-20,2017-9-18,CDD,75000
1473,97,2010-7-7,2016-7-16,CDD,75000
1474,184,2011-5-9,2017-5-13,CDD,75000
1475,77,2010-10-3,2016-6-26,CDD,75000
1476,39,2010-6-28,2025-5-17,CDD,75000
1477,157,2011-10-1,2016-9-11,CDD,75000
1478,51,2010-9-12,2013-2-23,CDD,75000
1479,45,2011-8-18,2018-5-13,CDD,75000
1480,187,2010-4-17,2017-6-7,CDD,75000
1481,49,2011-1-28,2013-8-25,CDD,75000
1482,12,2010-7-6,2024-12-4,CDD,75000
1483,159,2011-4-13,2022-10-14,CDD,75000
1484,109,2011-2-4,2016-2-17,CDD,75000
1485,102,2011-3-16,2013-8-26,CDD,75000
1486,30,2010-7-13,2017-3-13,CDD,75000
1487,73,2010-2-16,2023-6-26,CDD,75000
1488,153,2011-12-14,2014-5-23,CDD,75000
1489,53,2010-4-13,2024-5-12,CDD,75000
1490,34,2011-8-6,2019-6-14,CDD,75000
1491,102,2011-6-14,2020-5-17,CDD,75000
1492,149,2010-3-2,2012-6-8,CDD,75000
1493,26,2010-11-11,2024-5-20,CDD,75000
1494,2,2010-9-13,2022-9-20,CDD,75000
1495,66,2011-6-11,2020-1-9,CDD,75000
1496,127,2011-9-15,2021-10-7,CDD,75000
1497,108,2011-3-25,2018-11-28,CDD,75000
1498,107,2010-11-1,2024-10-13,CDD,75000
1499,81,2011-11-23,2014-1-25,CDD,75000
1500,190,2011-4-15,2013-1-23,CDD,75000
1501,118,2011-3-14,2016-10-20,CDD,75000
1502,58,2010-10-28,2012-4-7,CDD,75000
1503,159,2011-5-11,2022-7-11,CDD,75000
1504,38,2010-8-11,2018-8-11,CDD,75000
1505,107,2011-1-2,2012-4-26,CDD,75000
1506,67,2011-9-6,2025-9-3,CDD,75000
1507,124,2010-9-4,2023-7-3,CDD,75000
1508,32,2011-7-23,2014-9-14,CDD,75000
1509,51,2011-10-27,2014-8-22,CDD,75000
1510,9,2010-10-26,2017-3-19,CDD,75000
1511,167,2010-5-18,2019-12-13,CDD,75000
1512,33,2011-3-28,2024-11-14,CDD,75000
1513,198,2010-12-28,2016-4-9,CDD,75000
1514,18,2011-8-16,2025-6-7,CDD,75000
1515,168,2010-11-24,2023-9-7,CDD,75000
1516,78,2011-11-26,2023-5-5,CDD,75000
1517,179,2011-1-14,2025-12-22,CDD,75000
1518,43,2011-6-18,2021-9-9,CDD,75000
1519,11,2010-6-10,2023-8-23,CDD,75000
1520,23,2010-10-5,2025-8-23,CDD,75000
1521,78,2011-3-14,2018-2-15,CDD,75000
1522,126,2010-1-10,2016-1-5,CDD,75000
1523,38,2011-8-11,2018-3-28,CDD,75000
1524,195,2011-8-23,2021-8-9,CDD,75000
1525,31,2011-5-26,2017-4-3,CDD,75000
1526,12,2011-4-26,2021-8-5,CDD,75000
1527,50,2011-6-14,2022-10-1,CDD,75000
1528,29,2011-12-20,2018-7-14,CDD,75000
1529,110,2010-2-10,2020-2-7,CDD,75000
1530,142,2010-9-10,2019-5-2,CDD,75000
1531,51,2010-11-28,2012-7-14,CDD,75000
1532,158,2010-10-19,2021-5-17,CDD,75000
1533,96,2010-12-1,2024-11-10,CDD,75000
1534,93,2010-6-9,2014-6-18,CDD,75000
1535,38,2010-12-5,2024-3-3,CDD,75000
1536,46,2011-4-13,2019-11-18,CDD,75000
1537,80,2011-7-19,2022-7-8,CDD,75000
1538,128,2011-3-21,2020-4-25,CDD,75000
1539,167,2010-11-17,2023-7-16,CDD,75000
1540,111,2010-4-2,2023-6-23,CDD,75000
1541,67,2011-4-10,2017-6-5,CDD,75000
1542,128,2011-6-17,2024-8-6,CDD,75000
1543,52,2010-6-24,2014-4-19,CDD,75000
1544,151,2010-4-24,2016-8-13,CDD,75000
1545,60,2011-9-15,2015-7-25,CDD,75000
1546,37,2011-4-17,2015-10-6,CDD,75000
1547,183,2011-1-20,2019-3-13,CDD,75000
1548,56,2011-5-11,2019-7-21,CDD,75000
1549,119,2010-1-18,2019-3-9,CDD,75000
1550,166,2011-12-13,2016-12-6,CDD,75000
1551,13,2011-10-13,2019-5-7,CDD,75000
1552,130,2010-7-9,2022-9-6,CDD,75000
1553,114,2010-1-28,2024-4-16,CDD,75000
1554,186,2010-6-3,2021-6-11,CDD,75000
1555,189,2011-6-9,2021-2-28,CDD,75000
1556,50,2011-6-1,2015-1-10,CDD,75000
1557,156,2010-3-14,2019-11-3,CDD,75000
1558,67,2011-6-4,2018-4-19,CDD,75000
1559,135,2010-2-17,2015-2-6,CDD,75000
1560,146,2011-5-23,2025-4-25,CDD,75000
1561,127,2010-8-26,2024-5-3,CDD,75000
1562,127,2011-10-27,2023-7-19,CDD,75000
1563,91,2011-3-20,2025-8-24,CDD,75000
1564,24,2010-7-14,2021-8-10,CDD,75000
1565,80,2010-7-2,2014-6-24,CDD,75000
1566,64,2010-12-23,2014-1-21,CDD,75000
1567,73,2011-12-28,2016-9-16,CDD,75000
1568,139,2011-2-7,2018-5-7,CDD,75000
1569,49,2011-10-21,2015-4-27,CDD,75000
1570,111,2011-4-18,2020-1-14,CDD,75000
1571,193,2011-8-7,2024-11-19,CDD,75000
1572,87,2010-9-28,2015-1-18,CDD,75000
1573,137,2010-2-20,2012-4-17,CDD,75000
1574,176,2011-10-27,2023-2-12,CDD,75000
1575,111,2011-8-2,2025-12-8,CDD,75000
1576,35,2010-6-26,2019-10-28,CDD,75000
1577,44,2011-12-7,2025-1-13,CDD,75000
1578,101,2010-3-4,2023-12-8,CDD,75000
1579,40,2010-4-18,2023-6-26,CDD,75000
1580,103,2011-12-16,2012-3-4,CDD,75000
1581,167,2010-12-14,2019-9-13,CDD,75000
1582,146,2011-4-11,2019-2-13,CDD,75000
1583,68,2011-8-24,2025-10-14,CDD,75000
1584,44,2010-10-7,2019-6-7,CDD,75000
1585,15,2010-11-23,2017-12-3,CDD,75000
1586,104,2010-8-22,2025-2-13,CDD,75000
1587,124,2011-3-14,2025-7-21,CDD,75000
1588,4,2011-2-22,2014-12-12,CDD,75000
1589,196,2011-10-6,2025-2-4,CDD,75000
1590,136,2011-4-2,2021-3-17,CDD,75000
1591,170,2010-3-17,2012-12-24,CDD,75000
1592,60,2010-7-13,2013-7-18,CDD,75000
1593,181,2011-10-14,2019-12-15,CDD,75000
1594,151,2011-12-1,2015-8-3,CDD,75000
1595,76,2011-11-14,2017-7-6,CDD,75000
1596,24,2011-8-22,2016-6-23,CDD,75000
1597,3,2010-10-13,2019-9-10,CDD,75000
1598,173,2011-1-26,2023-1-26,CDD,75000
1599,132,2010-5-3,2015-7-26,CDD,75000
1600,89,2010-4-3,2021-8-10,CDD,75000
1601,160,2011-3-9,2014-7-19,CDD,75000
1602,116,2011-11-13,2012-12-1,CDD,75000
1603,124,2010-3-18,2016-4-17,CDD,75000
1604,33,2011-7-9,2019-6-4,CDD,75000
1605,45,2011-1-23,2018-3-13,CDD,75000
1606,102,2011-11-3,2021-10-2,CDD,75000
1607,150,2011-12-24,2021-9-4,CDD,75000
1608,69,2011-1-16,2016-5-14,CDD,75000
1609,129,2011-12-2,2016-3-6,CDD,75000
1610,16,2011-6-8,2025-10-24,CDD,75000
1611,188,2010-1-13,2023-11-14,CDD,75000
1612,42,2011-4-13,2024-2-17,CDD,75000
1613,59,2011-2-2,2022-12-9,CDD,75000
1614,55,2011-9-12,2016-5-11,CDD,75000
1615,199,2011-10-27,2023-9-20,CDD,75000
1616,26,2010-3-28,2017-5-26,CDD,75000
1617,110,2011-2-24,2021-12-25,CDD,75000
1618,185,2011-7-20,2015-7-28,CDD,75000
1619,25,2010-7-9,2013-6-10,CDD,75000
1620,46,2011-6-16,2013-10-18,CDD,75000
1621,90,2010-3-28,2018-12-27,CDD,75000
1622,33,2011-4-15,2022-9-4,CDD,75000
1623,145,2010-6-17,2018-6-26,CDD,75000
1624,190,2011-4-23,2014-11-13,CDD,75000
1625,132,2011-10-7,2018-5-10,CDD,75000
1626,37,2010-3-8,2020-1-13,CDD,75000
1627,3,2010-2-8,2023-9-3,CDD,75000
1628,154,2011-3-9,2021-9-19,CDD,75000
1629,166,2010-2-5,2019-6-15,CDD,75000
1630,128,2010-2-7,2012-4-13,CDD,75000
1631,85,2011-4-22,2013-8-10,CDD,75000
1632,114,2011-3-15,2021-8-3,CDD,75000
1633,170,2011-3-19,2025-2-9,CDD,75000
1634,179,2010-9-10,2012-12-21,CDD,75000
1635,189,2011-1-1,2013-4-28,CDD,75000
1636,36,2010-6-11,2012-5-15,CDD,75000
1637,2,2010-5-2,2024-4-20,CDD,75000
1638,126,2010-3-15,2015-2-20,CDD,75000
1639,110,2010-6-19,2021-8-10,CDD,75000
1640,49,2011-4-4,2014-8-6,CDD,75000
1641,132,2011-1-2,2018-12-16,CDD,75000
1642,17,2010-11-1,2017-4-23,CDD,75000
1643,156,2011-2-8,2016-4-10,CDD,75000
1644,63,2011-5-21,2022-3-2,CDD,75000
1645,145,2011-4-25,2018-4-12,CDD,75000
1646,13,2010-12-23,2013-8-26,CDD,75000
1647,80,2011-8-11,2014-5-6,CDD,75000
1648,151,2011-3-1,2022-5-28,CDD,75000
