id_demmande,id_agent,role_com,sexe,taille,poids,date_debut,date_fin
1435,65,superhero,F,1.8027997693453186,70.36713843051612,2020-11-3,2021-10-14
1436,53,gentil,M,1.9643843047762557,108.8340374598811,2020-7-25,2021-5-11
1437,172,superhero,M,2.0913489603145665,123.8082530605601,2020-3-26,2021-11-15
1438,81,gentil,F,1.764851909440281,78.28889301635829,2020-12-25,2021-3-23
1439,81,mechant,M,1.5627301941729448,64.13010023862223,2020-6-7,2021-5-2
1440,190,mechant,M,1.87894382211278,94.96004190817824,2020-1-25,2021-8-28
1441,154,superhero,M,2.0808712606097477,66.53156147786868,2020-9-3,2021-8-7
1442,160,gentil,M,1.5932320097465027,83.10533262274555,2020-7-18,2021-2-2
1443,156,mechant,F,1.8951609921507393,70.43400774659315,2020-11-25,2021-4-19
1444,76,gentil,M,1.9716203580519642,113.31302159258416,2020-4-10,2021-10-1
1445,59,superhero,M,1.8683085182472494,64.97329702376373,2020-9-14,2021-6-10
1446,114,superhero,F,1.882064436986296,45.138775778826215,2020-4-16,2021-4-28
1447,101,mechant,F,1.771205074764731,101.35552904424169,2020-6-21,2021-2-22
1448,83,mechant,F,1.8801728177215602,107.14857214292667,2020-2-19,2021-10-14
1449,59,gentil,F,1.546351596890922,48.894817899361456,2020-1-4,2021-2-1
1450,61,superhero,F,1.7197839197582319,79.28042797454785,2020-11-28,2021-12-8
1451,196,gentil,F,1.88349323015377,108.84513077737618,2020-5-20,2021-10-1
1452,120,superhero,M,1.981150323357698,107.22557834795907,2020-4-10,2021-6-22
1453,110,gentil,F,1.9744139341224085,73.36411173399783,2020-4-4,2021-9-3
1454,178,gentil,F,1.507240373136683,48.05766033187542,2020-10-9,2021-7-4
1455,113,gentil,F,1.6704514370983072,84.97464167597248,2020-6-28,2021-8-12
1456,60,superhero,M,1.703499634337578,86.60079866049647,2020-9-18,2021-8-11
1457,80,gentil,M,1.7005301312598036,58.8160664610653,2020-7-20,2021-7-21
1458,103,mechant,F,1.9825896717974723,53.244939751920825,2020-8-13,2021-2-26
1459,23,superhero,F,1.9175634780868311,69.20464978037126,2020-5-20,2021-7-12
1460,32,superhero,F,1.5457522984718262,94.92528898846025,2020-8-8,2021-8-9
1461,109,gentil,F,1.794110286686375,104.79501884645745,2020-12-23,2021-6-4
1462,175,superhero,F,1.725594784568189,87.18849676550444,2020-10-18,2021-10-20
1463,134,mechant,M,1.6844435362909904,112.81982923987843,2020-3-21,2021-5-16
1464,164,superhero,F,1.6795092880883622,55.69923299089987,2020-7-27,2021-1-28
1465,105,superhero,M,1.5806705348059806,112.97581767460699,2020-5-9,2021-2-10
1466,14,gentil,F,1.7870942749320415,53.84931324917889,2020-12-16,2021-4-19
1467,112,superhero,M,1.5472466520519286,103.35361718137466,2020-11-20,2021-6-27
1468,109,superhero,M,2.197613875766846,74.29386050901212,2020-1-1,2021-7-22
1469,106,gentil,F,1.6314005309399369,68.35800098791086,2020-7-14,2021-11-4
1470,51,mechant,M,1.602031925279184,80.18594067283126,2020-7-19,2021-10-11
1471,60,superhero,F,1.5187734379655269,48.21895636953264,2020-12-18,2021-6-13
1472,4,mechant,M,1.757275788300753,65.26424175403969,2020-1-18,2021-3-7
1473,67,superhero,M,1.6391297878748379,84.20284893036603,2020-5-5,2021-4-25
1474,36,mechant,M,1.8617793223290755,109.36010973693833,2020-10-6,2021-10-8
1475,6,superhero,M,1.61852638861794,115.51238135839512,2020-2-23,2021-9-28
1476,181,gentil,M,1.7196328578489446,66.39947734379447,2020-10-12,2021-11-12
1477,133,mechant,F,1.7595672188264067,104.62162230182517,2020-8-28,2021-2-14
1478,129,gentil,M,2.1148127333944964,78.95776463884695,2020-4-15,2021-5-20
1479,76,mechant,M,1.8045077182462668,64.86219534796531,2020-10-6,2021-4-25
1480,25,superhero,F,1.5035827959669557,84.43916134638752,2020-11-7,2021-6-15
1481,93,gentil,M,1.5704409136452253,88.90370389635534,2020-12-1,2021-5-16
1482,164,gentil,F,1.5149771852869667,58.83610504478014,2020-4-5,2021-12-9
1483,63,mechant,M,1.9703510955016477,78.38939029373711,2020-9-3,2021-1-18
1484,46,mechant,F,1.9009534444457759,90.96096374274029,2020-11-12,2021-5-23
1485,199,superhero,F,1.5922873941775741,72.80654358096514,2020-10-10,2021-2-12
1486,50,superhero,F,1.9063552902781626,107.88949319344897,2020-1-22,2021-1-15
1487,31,mechant,F,1.9155257061835738,97.63560119369347,2020-2-2,2021-4-24
1488,141,gentil,F,1.8186133666839899,58.745746794728305,2020-5-9,2021-4-26
1489,62,gentil,M,1.9671446659396432,85.57166042174346,2020-8-15,2021-7-3
1490,57,gentil,M,1.6170365070538433,86.41594868112584,2020-11-2,2021-2-5
1491,110,gentil,F,1.5267738565857085,109.91549869629132,2020-3-10,2021-9-21
1492,27,mechant,F,1.9744584142883155,62.58264966823016,2020-9-2,2021-11-3
1493,160,superhero,M,1.911962735438981,86.68744496075522,2020-9-6,2021-5-10
1494,116,superhero,F,1.5532855987413265,50.24775597806176,2020-7-19,2021-2-7
1495,60,superhero,M,1.8123565603206333,76.9183595255892,2020-12-15,2021-9-12
1496,17,superhero,F,1.53415237410421,100.40282733333265,2020-11-4,2021-6-19
1497,82,gentil,M,1.8217361228539344,101.17812269612165,2020-3-1,2021-5-9
1498,39,mechant,M,1.7638136072500636,59.90847549202218,2020-11-6,2021-4-2
1499,74,mechant,F,1.5287672491661541,46.614942614254005,2020-6-9,2021-9-18
1500,85,mechant,F,1.6881928094782008,95.29729183222486,2020-1-25,2021-9-21
1501,35,mechant,F,1.6971890578811935,83.97955700076179,2020-1-7,2021-6-28
1502,90,mechant,F,1.6112754012266342,92.47309780683425,2020-2-3,2021-8-11
1503,159,mechant,F,1.7801102205989754,45.84932945216345,2020-4-20,2021-11-25
1504,52,superhero,F,1.566113555032698,65.97494137327274,2020-8-13,2021-6-26
1505,35,mechant,M,1.8300982132448667,73.7868108884537,2020-4-24,2021-11-6
1506,41,superhero,F,1.644058248098954,54.25722767339475,2020-10-2,2021-6-5
1507,139,superhero,M,2.0179589339520136,122.4502914992077,2020-11-9,2021-8-25
1508,146,superhero,F,1.5898568661099315,59.33770622168132,2020-6-21,2021-1-23
1509,65,gentil,F,1.9217857610232734,95.58009863735562,2020-5-13,2021-10-4
1510,72,gentil,F,1.9277821231116137,92.01362619308982,2020-6-22,2021-9-19
1511,26,gentil,M,1.649366357982064,78.25138304012908,2020-5-1,2021-2-3
1512,171,gentil,F,1.719013813952381,97.0500007019136,2020-8-6,2021-2-27
1513,81,superhero,M,1.6664226854293633,112.41860832158338,2020-6-4,2021-8-8
1514,6,mechant,F,1.5692078701358874,94.86342448610155,2020-7-27,2021-8-14
1515,87,superhero,M,1.5455108365949484,83.42834660377102,2020-10-14,2021-7-28
1516,188,superhero,M,1.5690494468112453,89.1411657216334,2020-10-13,2021-1-4
1517,99,mechant,M,1.7676136250905095,84.14940864103713,2020-4-28,2021-3-10
1518,92,superhero,M,1.8666744796785604,89.7116690043072,2020-1-3,2021-5-4
1519,188,gentil,F,1.811244794217577,45.916567936124295,2020-5-2,2021-11-15
1520,57,superhero,F,1.8523561090720557,69.51864499071075,2020-2-9,2021-3-5
1521,133,gentil,F,1.7306398612967495,105.7140130870039,2020-12-18,2021-6-11
1522,43,superhero,M,2.0689814519969154,70.62184753695959,2020-3-7,2021-3-4
1523,73,superhero,F,1.5890070871543354,71.53648263620613,2020-4-11,2021-7-17
1524,100,gentil,F,1.6601959346824413,101.8319905843384,2020-7-20,2021-6-12
1525,127,gentil,F,1.6164270081067924,58.96487259850132,2020-4-14,2021-3-11
1526,86,gentil,M,1.6700130879757296,122.27651018473539,2020-1-20,2021-1-9
1527,57,mechant,F,1.7223963019399005,90.59105480536431,2020-10-14,2021-1-17
1528,191,gentil,F,1.5937260118472316,62.46774956984239,2020-11-7,2021-11-4
1529,185,gentil,F,1.7260368180742516,78.36423816826166,2020-9-25,2021-4-16
1530,154,mechant,M,2.1871048996818176,117.44102401590877,2020-10-4,2021-10-15
1531,85,mechant,M,1.552147511903527,68.89338481217266,2020-2-2,2021-10-16
1532,53,mechant,F,1.9179813786488327,91.67976707580962,2020-7-12,2021-11-27
1533,76,gentil,F,1.8580272286797066,72.779334605492,2020-3-22,2021-10-21
1534,92,gentil,F,1.5336281690207336,62.46251147092656,2020-6-12,2021-1-11
1535,115,superhero,M,1.5437537673568886,122.5180905942335,2020-3-25,2021-11-28
1536,138,mechant,F,1.9422868540930742,92.7762449073617,2020-9-20,2021-2-9
1537,26,gentil,M,1.9113106891877625,56.89696743591311,2020-10-9,2021-6-24
1538,185,gentil,F,1.8123056174858432,75.53151627584639,2020-4-24,2021-10-14
1539,21,mechant,F,1.6025665296836482,75.08434217566742,2020-5-26,2021-9-3
1540,2,superhero,F,1.8772556600855705,90.4477358678577,2020-10-19,2021-3-12
1541,19,mechant,F,1.6698255598122844,72.29823754848047,2020-10-11,2021-3-23
1542,170,gentil,M,1.9463648808952305,115.9126502035666,2020-6-26,2021-4-21
1543,173,mechant,F,1.6896175595072287,56.876055788062516,2020-3-2,2021-9-8
1544,68,mechant,F,1.5860979629954826,69.64351014059491,2020-12-20,2021-1-12
1545,56,superhero,F,1.722937530756747,68.94306524788274,2020-12-15,2021-4-25
1546,142,superhero,F,1.8297407015348548,51.35205091993263,2020-4-16,2021-5-12
1547,48,mechant,M,1.5655273499442472,101.78289237619212,2020-2-2,2021-6-9
1548,70,gentil,M,1.5994031716158401,65.75644420119998,2020-2-17,2021-8-10
1549,181,superhero,M,2.1819402987909977,55.8924522017842,2020-2-6,2021-11-3
1550,146,mechant,M,2.0639997802352608,66.02823856328337,2020-1-14,2021-5-25
1551,41,mechant,F,1.9353829190830898,76.08551797282485,2020-3-24,2021-3-26
1552,168,superhero,F,1.7153526012189286,49.5119695012811,2020-10-11,2021-1-19
1553,58,gentil,F,1.7259651908816425,93.55138903661853,2020-11-5,2021-6-27
1554,68,gentil,F,1.7424373822251633,85.30549715683311,2020-10-24,2021-11-15
1555,173,superhero,M,2.1719259668817017,75.23939346786587,2020-5-6,2021-10-18
1556,104,mechant,M,1.6126698539279245,67.91084714540835,2020-11-24,2021-12-14
1557,76,mechant,M,2.180519878401891,67.23178421040704,2020-6-6,2021-11-25
1558,152,gentil,F,1.956374398938761,64.41060984811986,2020-1-16,2021-1-21
1559,178,mechant,M,2.12931374148623,82.35761499358362,2020-3-2,2021-6-4
1560,198,superhero,M,1.8654453330875773,100.94906696220221,2020-1-23,2021-9-21
1561,66,mechant,M,1.791552793492314,112.00589674055539,2020-5-28,2021-9-22
1562,157,gentil,M,1.7094442817129014,103.82275906313109,2020-8-26,2021-4-14
1563,118,superhero,F,1.545752473260445,85.12840836994903,2020-5-25,2021-9-15
1564,160,superhero,M,1.9705812629711934,107.37228214612631,2020-6-21,2021-7-2
1565,121,gentil,F,1.556335597824495,59.50085063401665,2020-2-12,2021-4-17
1566,55,gentil,M,1.594441410002917,82.04124106637494,2020-5-4,2021-11-25
1567,21,superhero,M,1.810313436130658,59.28189598257085,2020-8-16,2021-2-8
1568,83,gentil,M,2.0590602533449585,75.16856595787195,2020-1-28,2021-4-12
1569,199,mechant,F,1.6175440953246372,92.12601926308565,2020-6-26,2021-10-26
1570,168,gentil,F,1.6265333919195304,53.31507045435116,2020-9-14,2021-5-9
1571,52,gentil,F,1.971282565510463,78.59927572716893,2020-3-18,2021-3-11
1572,130,mechant,F,1.7425661703880313,67.44343589699437,2020-7-25,2021-4-28
1573,41,gentil,M,1.8660661105779799,77.4970596688425,2020-3-10,2021-4-23
1574,61,gentil,M,1.7177167719116049,110.64161839542788,2020-3-28,2021-5-18
1575,85,gentil,M,1.5606197238619735,115.69982447521905,2020-10-6,2021-11-15
1576,73,gentil,F,1.9059063987574973,87.10471827743402,2020-8-1,2021-5-21
1577,18,superhero,M,2.1051356252406404,96.55848118029257,2020-12-4,2021-5-3
1578,98,mechant,M,1.717950810580997,123.28784255561507,2020-6-6,2021-5-12
1579,92,mechant,M,1.8123207194393194,102.69129986326368,2020-5-5,2021-6-8
1580,41,gentil,F,1.8145645004970754,107.31578506285362,2020-9-13,2021-1-12
1581,22,gentil,M,2.077262388936127,104.57681900384455,2020-7-22,2021-6-21
1582,193,mechant,M,1.9603278171474896,55.023061932468266,2020-12-3,2021-12-3
1583,174,superhero,M,1.7802737229032335,99.63244034537168,2020-11-9,2021-12-24
1584,38,mechant,M,1.7037904122764873,98.43302014482418,2020-6-16,2021-4-6
1585,167,mechant,F,1.744247204830367,86.28571347990152,2020-3-9,2021-1-7
1586,108,gentil,F,1.9570552941864796,74.97832174597575,2020-9-18,2021-11-26
1587,64,superhero,F,1.5636568819008647,102.13703298567266,2020-11-1,2021-2-10
1588,186,superhero,M,1.5317955118777618,97.21602079139262,2020-12-3,2021-2-7
1589,164,mechant,M,1.7534545606163234,57.843367256204175,2020-9-19,2021-12-11
1590,75,gentil,M,1.5620179074724572,104.22176219028893,2020-10-7,2021-4-6
1591,86,gentil,M,1.9901016469863058,107.28105714116823,2020-12-6,2021-10-2
1592,42,superhero,F,1.5743229435170838,104.23124491639146,2020-3-4,2021-5-17
1593,172,superhero,F,1.9522720016251225,45.00129213461878,2020-1-9,2021-1-1
1594,20,superhero,M,1.825953009066071,77.41560017544272,2020-1-9,2021-12-2
1595,78,gentil,M,2.099178426509873,58.78939102922865,2020-9-2,2021-8-14
1596,146,gentil,F,1.8217951195272193,46.592910645680874,2020-11-6,2021-2-28
1597,95,gentil,M,2.186259497063733,65.57250256088761,2020-4-28,2021-11-25
1598,56,superhero,F,1.6770919901311232,65.14270237929887,2020-12-1,2021-4-3
1599,83,superhero,F,1.5236872830044894,75.9781323080301,2020-1-3,2021-4-20
1600,49,mechant,M,2.0342266598347725,74.25424868782795,2020-6-24,2021-6-23
1601,152,superhero,F,1.9188846317168833,58.134133112211984,2020-4-17,2021-6-18
1602,106,mechant,F,1.7645944022820215,61.37468405985287,2020-3-14,2021-3-24
1603,99,superhero,M,2.0421210816849467,63.360498117853716,2020-5-14,2021-1-6
1604,137,mechant,F,1.958954687405974,83.56568326440336,2020-2-6,2021-3-22
1605,40,gentil,M,1.9414275003850383,97.08877506750858,2020-11-16,2021-7-22
1606,151,gentil,M,1.7574165287715786,79.29750298213216,2020-4-15,2021-2-24
1607,118,gentil,F,1.8729772132463771,81.0494846723997,2020-5-8,2021-11-5
1608,161,superhero,M,1.9094262266309623,124.0620640862527,2020-1-21,2021-11-23
1609,137,mechant,F,1.5569208813030337,59.81024370241518,2020-9-3,2021-4-21
1610,94,superhero,F,1.6407352727050637,55.76122564784775,2020-9-19,2021-1-25
1611,149,gentil,F,1.8869435016224387,78.55551413582859,2020-4-1,2021-1-17
1612,58,superhero,M,1.7545163144284364,115.01664717515408,2020-2-16,2021-10-22
1613,172,mechant,F,1.9283320341559236,54.619528859878,2020-4-2,2021-3-26
1614,47,superhero,F,1.854145190987854,56.80935676776771,2020-9-13,2021-8-15
1615,40,mechant,M,1.8789509712514088,79.22121798913386,2020-10-24,2021-3-14
1616,2,gentil,F,1.917389606814569,49.92719988228987,2020-6-8,2021-4-9
1617,134,gentil,F,1.802270755475762,100.82333464569412,2020-1-7,2021-7-24
1618,180,gentil,F,1.6548614465329694,60.7369462305068,2020-10-19,2021-1-8
1619,38,superhero,M,1.8375532168048405,61.61889325210002,2020-5-13,2021-2-13
1620,121,gentil,M,1.717738467415452,55.32834398212592,2020-7-14,2021-7-19
1621,64,mechant,M,1.6688386405224822,71.37153394353243,2020-5-16,2021-10-27
1622,39,mechant,F,1.6874976324440847,75.15963647280557,2020-12-1,2021-4-11
1623,182,mechant,F,1.8562043098012682,74.51214292784888,2020-6-28,2021-12-10
1624,52,superhero,M,1.8104528145516474,76.80224550318275,2020-7-5,2021-2-3
1625,73,superhero,M,2.126035537161411,87.65481615011092,2020-12-3,2021-1-4
1626,51,gentil,M,2.103500235681685,105.44831926446207,2020-8-26,2021-7-17
1627,99,mechant,F,1.9613786419740737,68.03486943001751,2020-12-12,2021-2-3
1628,181,superhero,F,1.898566621105161,76.7812811631637,2020-8-28,2021-7-16
1629,17,gentil,F,1.7525702167370545,100.75318508048852,2020-6-26,2021-9-4
1630,57,mechant,M,1.8486595399549932,77.48281504692216,2020-3-21,2021-1-17
1631,16,superhero,F,1.5173386925327215,86.1495577865799,2020-5-10,2021-7-2
1632,136,gentil,M,2.0257772140869728,101.85229798291067,2020-2-2,2021-7-14
1633,169,superhero,M,1.5070284912897136,124.40666239139827,2020-1-28,2021-9-20
1634,3,gentil,F,1.835446198998738,93.72765529848758,2020-12-14,2021-9-21
1635,89,gentil,M,1.7993404585093258,69.66707442147549,2020-1-6,2021-6-25
1636,148,mechant,F,1.5014691467773622,91.29499009880197,2020-4-20,2021-4-22
1637,123,gentil,M,1.7647869346679046,117.66457753981555,2020-9-21,2021-1-8
1638,177,mechant,M,1.7386401011343775,76.6794268049597,2020-6-9,2021-10-23
1639,22,mechant,F,1.8913885082627029,91.70133888566019,2020-10-19,2021-6-16
1640,179,gentil,F,1.9039222088451206,108.93435456949067,2020-4-20,2021-2-28
1641,50,mechant,F,1.5379322386147394,45.659580508016234,2020-5-21,2021-3-18
1642,45,gentil,F,1.7706656628304156,72.23413379048361,2020-8-6,2021-6-14
1643,162,superhero,F,1.845863722580679,53.75122485607805,2020-7-23,2021-12-25
1644,165,gentil,M,1.7975803860461148,77.9604607110243,2020-12-1,2021-8-3
1645,116,mechant,F,1.5277222734729528,55.19013617418414,2020-11-21,2021-2-13
1646,14,superhero,M,1.6904405050060858,71.58848329749257,2020-1-14,2021-3-24
1647,40,superhero,M,1.5625291116741806,113.00520215859095,2020-9-8,2021-3-16
1648,122,mechant,M,1.8943435276743052,69.03582505869007,2020-3-1,2021-5-22
1649,119,mechant,F,1.6783842199159302,99.87840253592192,2020-8-1,2021-8-25
1650,18,gentil,M,2.1160612366843305,63.14938186938798,2020-9-27,2021-1-14
1651,143,mechant,F,1.7871514443172725,63.11033176658261,2020-12-6,2021-2-6
1652,42,gentil,F,1.5146522451742461,69.79851962857711,2020-7-11,2021-2-22
1653,34,gentil,F,1.6615703521192131,50.84288123234251,2020-11-26,2021-4-5
1654,55,mechant,M,2.080349961142254,96.07010338160387,2020-12-5,2021-9-5
1655,142,mechant,F,1.6246740552085421,109.87337945270107,2020-6-19,2021-8-21
1656,173,superhero,M,2.10596430939662,89.76475951242128,2020-3-8,2021-1-22
1657,199,mechant,F,1.9081883443258567,46.275739923687965,2020-7-24,2021-5-14
1658,108,superhero,M,1.5981003889079954,114.84259199984021,2020-11-21,2021-11-4
1659,103,superhero,F,1.5424239008520169,72.0724004115867,2020-12-26,2021-5-3
1660,165,mechant,F,1.9189433549957506,55.200445605118965,2020-12-23,2021-5-21
1661,198,mechant,M,2.1699210428581104,60.693022917525454,2020-8-4,2021-1-25
1662,63,mechant,M,1.534644367547507,101.80904060287043,2020-6-10,2021-7-2
1663,71,gentil,M,1.677654475440952,68.83798724799604,2020-6-24,2021-2-20
1664,123,superhero,F,1.9483186371375476,84.2463879667188,2020-4-23,2021-2-11
1665,8,mechant,M,1.8762006839205054,62.15786864123186,2020-8-28,2021-11-3
1666,10,superhero,M,2.139321249495052,96.01056438551716,2020-10-22,2021-10-19
1667,5,mechant,F,1.5877790290559606,62.9895334184542,2020-9-7,2021-3-22
1668,156,mechant,M,1.7547930916894445,58.480199210798126,2020-3-20,2021-10-13
1669,105,gentil,M,1.852808172471289,79.26104955143484,2020-2-16,2021-8-7
1670,111,gentil,F,1.7606668751833574,46.77618982977881,2020-10-16,2021-8-25
1671,182,gentil,M,1.5710266882342245,81.63060495212352,2020-1-5,2021-6-22
1672,83,mechant,F,1.9457645678616609,98.76969730998124,2020-2-16,2021-2-17
1673,150,gentil,M,1.817869992551176,72.38590064114139,2020-12-14,2021-8-5
1674,71,gentil,M,1.9224726064769735,122.56277403647368,2020-7-16,2021-2-21
1675,104,superhero,M,1.7682623530886854,72.5430456515286,2020-7-18,2021-2-20
1676,57,superhero,M,1.6800030765415372,106.23105821479305,2020-5-19,2021-7-2
1677,112,superhero,F,1.5564149381257093,67.43892734843402,2020-9-6,2021-2-27
1678,63,gentil,F,1.8299121964292602,107.72004016541081,2020-6-17,2021-10-9
1679,70,gentil,M,2.09817132646127,89.32855544527217,2020-1-12,2021-12-20
1680,62,gentil,F,1.7914827114140985,99.85193459330168,2020-6-8,2021-8-25
1681,153,superhero,F,1.9463181396858353,61.94962802474096,2020-10-17,2021-7-5
1682,185,gentil,F,1.858079198141168,79.80510002136636,2020-4-2,2021-9-14
1683,22,superhero,M,1.7843346578147938,92.8528846270524,2020-4-6,2021-5-3
1684,120,gentil,F,1.6511277359760006,49.243564855369875,2020-12-19,2021-4-24
1685,3,superhero,F,1.6691319091051446,96.76713956846052,2020-7-19,2021-5-8
1686,19,mechant,F,1.672873309861426,65.19098061173031,2020-9-16,2021-9-4
1687,188,superhero,M,1.68157455780423,61.16685618599288,2020-3-20,2021-11-24
1688,15,mechant,M,1.824177286218934,57.463927358322934,2020-8-13,2021-1-8
1689,62,superhero,M,2.106139708738566,87.11017613698074,2020-6-20,2021-2-4
1690,55,mechant,F,1.5743792697946082,58.485102438851285,2020-4-18,2021-11-16
1691,65,mechant,M,1.5953496080284206,65.63797212588881,2020-8-8,2021-5-20
1692,65,mechant,F,1.7930588484330743,60.39638473489999,2020-4-5,2021-8-22
1693,145,mechant,F,1.7347517999517796,53.150996580347424,2020-12-24,2021-7-14
1694,190,superhero,M,1.8591077860537328,89.41908672725103,2020-3-27,2021-2-25
1695,45,superhero,F,1.8440420842292757,88.92330346410469,2020-7-12,2021-2-15
1696,186,gentil,M,1.953313490003451,96.13695664172508,2020-8-24,2021-5-8
1697,157,gentil,M,1.66878414623225,88.50719977812795,2020-2-27,2021-6-11
1698,142,superhero,M,1.9558642791325687,110.16699016931922,2020-1-4,2021-8-5
1699,170,mechant,F,1.933707440561641,52.48940299494031,2020-9-25,2021-1-10
1700,23,mechant,M,2.075517140779601,67.91071880714902,2020-9-21,2021-11-18
1701,66,mechant,F,1.7937234097805925,81.8514629197704,2020-12-9,2021-8-9
1702,115,mechant,M,2.047996614990836,110.2175641751411,2020-12-19,2021-7-18
1703,169,mechant,F,1.8878747261002033,73.1189183819238,2020-8-9,2021-3-28
1704,38,gentil,M,1.7179454750123122,88.31379971473163,2020-6-16,2021-12-14
1705,184,superhero,F,1.7246521646087336,45.29869345211542,2020-5-9,2021-2-1
1706,117,gentil,F,1.7666700053093698,51.79229384812458,2020-2-15,2021-3-1
1707,79,gentil,M,1.8107891933893692,116.34092020273438,2020-2-14,2021-5-17
1708,77,superhero,M,1.7616667670258888,86.73684029527041,2020-4-23,2021-2-17
1709,161,gentil,M,1.869598927726154,112.32854749206689,2020-12-26,2021-3-6
1710,97,mechant,F,1.5068696102352552,85.59709629336956,2020-11-26,2021-8-7
1711,15,superhero,M,1.8509857466701742,114.18055013938113,2020-12-20,2021-5-6
1712,77,mechant,F,1.9414389545191382,74.98645637848458,2020-2-18,2021-1-19
1713,155,mechant,F,1.6531222540189388,95.51575964068317,2020-6-15,2021-1-8
1714,28,gentil,M,1.6206441145406727,59.789742360482926,2020-9-25,2021-1-13
1715,107,mechant,F,1.564617804011382,49.639455288600665,2020-5-2,2021-7-28
1716,86,superhero,M,1.5517178376310496,117.3603484723462,2020-5-24,2021-6-18
1717,92,superhero,F,1.8048664428561978,47.96438035797348,2020-8-18,2021-12-17
1718,11,mechant,M,1.6651650522765449,59.28538754522733,2020-11-23,2021-7-19
1719,91,mechant,F,1.7856071731746581,89.58770363068106,2020-2-3,2021-7-19
1720,85,superhero,F,1.8227415554752748,50.9665402838459,2020-12-28,2021-6-18
1721,17,superhero,F,1.5202933841321058,92.6603727648162,2020-12-23,2021-4-15
1722,80,gentil,F,1.8380921813339124,55.85680713619665,2020-3-7,2021-2-6
1723,4,gentil,M,1.9363045950466553,112.82508969942413,2020-12-15,2021-8-1
1724,183,superhero,M,1.7514040220804072,101.44932702107931,2020-2-5,2021-2-12
1725,135,superhero,M,2.1762523452294014,90.850281593966,2020-11-15,2021-1-27
1726,131,gentil,M,1.6246211365014054,64.70124399627997,2020-5-1,2021-11-5
1727,75,gentil,F,1.8206453027982934,95.2604342987303,2020-5-1,2021-12-22
1728,69,mechant,M,1.7178725640091461,80.19732995866693,2020-10-16,2021-10-21
1729,112,superhero,F,1.8019718505594422,69.34374953036011,2020-7-18,2021-8-2
1730,121,gentil,F,1.8640415427203194,74.90749974449736,2020-7-7,2021-8-25
1731,40,mechant,F,1.9528172886471342,45.54977261084173,2020-8-3,2021-4-25
1732,174,gentil,M,1.5478912779810798,61.262017357182074,2020-3-6,2021-8-10
1733,165,mechant,M,1.7710846668807467,89.91421343480016,2020-9-7,2021-11-20
1734,64,mechant,M,1.502563651349489,109.36163245546865,2020-12-17,2021-9-13
1735,136,superhero,M,1.879958980270228,115.89308407423013,2020-9-5,2021-3-23
1736,124,mechant,M,1.8391419739003885,66.0153496828548,2020-8-7,2021-12-26
1737,64,mechant,F,1.6332685733401415,90.02624714339257,2020-3-27,2021-7-2
1738,104,gentil,F,1.6739527955728115,87.9575200924397,2020-2-4,2021-1-8
1739,144,gentil,M,2.071610879919281,82.38522617659777,2020-9-24,2021-5-15
1740,115,gentil,M,1.9086514165147226,73.84011524711168,2020-3-17,2021-8-20
1741,43,superhero,M,1.505153950238662,116.11985772386853,2020-7-15,2021-5-3
1742,26,superhero,F,1.7721161568635018,77.79493941063677,2020-4-2,2021-5-13
1743,115,gentil,F,1.6120171529982896,80.95781470609387,2020-4-13,2021-7-4
1744,108,superhero,M,1.9705664919586243,102.45151894347617,2020-10-18,2021-3-19
1745,87,mechant,M,1.981429458089474,121.79958610701375,2020-10-12,2021-9-11
1746,111,mechant,M,1.7605949160499845,97.05807545532535,2020-6-6,2021-2-19
1747,8,mechant,F,1.7812639768136134,98.99460957442216,2020-7-20,2021-5-12
1748,188,gentil,F,1.862912038833487,97.04055224223701,2020-2-20,2021-4-6
1749,95,gentil,F,1.6865318261921902,53.038738683024896,2020-3-15,2021-3-14
1750,192,gentil,F,1.7032719757619603,52.71591840817993,2020-4-1,2021-4-17
1751,99,mechant,F,1.9161056752899126,69.17312469607585,2020-6-28,2021-12-2
1752,69,gentil,F,1.920054050902959,79.64935497085679,2020-11-2,2021-4-23
1753,107,gentil,M,1.9417418809642613,79.94521795286374,2020-7-23,2021-3-5
1754,151,mechant,F,1.9468824346655242,75.61021632578826,2020-2-9,2021-10-18
1755,123,gentil,M,1.8064357277728014,64.85079110141587,2020-12-23,2021-9-8
1756,160,gentil,M,1.7135403055464746,89.85357097708581,2020-10-6,2021-6-1
1757,17,superhero,M,1.8073748568005596,122.42766122061964,2020-3-6,2021-6-27
1758,50,gentil,M,2.00805139938765,65.53124155754489,2020-12-24,2021-1-28
1759,24,superhero,F,1.8406932752238088,108.42204674711407,2020-12-12,2021-5-8
1760,21,gentil,M,1.6673946979841046,103.95221883091568,2020-9-16,2021-5-4
1761,189,gentil,M,2.0129715311705265,70.25561063532028,2020-7-6,2021-10-4
1762,128,gentil,F,1.5528336254116273,61.31250223726089,2020-12-16,2021-5-22
1763,106,gentil,M,1.740257125266005,124.37711290593717,2020-10-23,2021-12-14
1764,134,gentil,M,1.669783016387139,72.79663041351941,2020-2-7,2021-10-14
1765,100,mechant,F,1.509009439319191,80.91685106464112,2020-5-6,2021-8-7
1766,23,gentil,M,2.178358419782681,88.69997509648474,2020-4-24,2021-10-11
1767,38,mechant,F,1.8294545509837252,103.44872150085706,2020-2-25,2021-6-10
1768,172,gentil,M,1.9468161049644377,83.62661055900249,2020-3-10,2021-4-20
